asset_id,table,path,exists,size_bytes,method,checksum_recorded,checksum_actual,ok
figure_00042,figure_asset,Output/figures/maps/modis_ground_cover/modis_bare_pct_2026_02.png,1,37769,full_file,bdced2ca42c128d08ecc06d5aedce3357af8eae2a7a5695a3d36efde3b45e447,bdced2ca42c128d08ecc06d5aedce3357af8eae2a7a5695a3d36efde3b45e447,1
figure_00043,figure_asset,Output/figures/maps/modis_ground_cover/modis_pv_pct_2026_02.png,1,43295,full_file,d4c4723e85230fcdd607487409ab0d10a421164d4b19144dcb96c32df3bf7251,d4c4723e85230fcdd607487409ab0d10a421164d4b19144dcb96c32df3bf7251,1
figure_00044,figure_asset,Output/figures/maps/modis_ground_cover/modis_npv_pct_2026_02.png,1,38169,full_file,a1f3cc572ef0ccb20cbb66394092d20005770b27156060361b2f403a9f250457,a1f3cc572ef0ccb20cbb66394092d20005770b27156060361b2f403a9f250457,1
figure_00045,figure_asset,Output/figures/maps/modis_ground_cover/modis_total_veg_pct_2026_02.png,1,37930,full_file,71e9942380bd537cec22f0d0e0c764afde3bb12c204b2ad7dee4bcd9c862708f,71e9942380bd537cec22f0d0e0c764afde3bb12c204b2ad7dee4bcd9c862708f,1
figure_00046,figure_asset,Output/figures/maps/modis_ground_cover/modis_pre_mean_total_veg_pct.png,1,41214,full_file,0ed43a16f014e0841391d6b45fac5d1cba2a8b55d73d5703c74fedcff6f94070,0ed43a16f014e0841391d6b45fac5d1cba2a8b55d73d5703c74fedcff6f94070,1
figure_00047,figure_asset,Output/figures/maps/modis_ground_cover/modis_post_mean_total_veg_pct.png,1,43569,full_file,7ee51793b65862b6f277fcc2c9db2caaad50c295695de9167de928651dcbc464,7ee51793b65862b6f277fcc2c9db2caaad50c295695de9167de928651dcbc464,1
figure_00048,figure_asset,Output/figures/maps/modis_ground_cover/modis_post_minus_pre_total_veg_pct_points.png,1,43545,full_file,ce1eda3063fe80083bcd90a7fb419ab05ed5b0b775c5f18b2a58fca07882896f,ce1eda3063fe80083bcd90a7fb419ab05ed5b0b775c5f18b2a58fca07882896f,1
figure_00049,figure_asset,Output/figures/maps/modis_ground_cover/modis_pre_mean_bare_pct.png,1,37534,full_file,d252f343deecefb2931fbf41787eefe73a7ade87c9eb2c5bdb8e53aea96d07e3,d252f343deecefb2931fbf41787eefe73a7ade87c9eb2c5bdb8e53aea96d07e3,1
figure_00050,figure_asset,Output/figures/maps/modis_ground_cover/modis_post_mean_bare_pct.png,1,40097,full_file,a4406738431aaa7b1c3312d7088129d94c36202c5d0ea65ae5bf872a7e87a6ca,a4406738431aaa7b1c3312d7088129d94c36202c5d0ea65ae5bf872a7e87a6ca,1
figure_00051,figure_asset,Output/figures/maps/modis_ground_cover/modis_post_minus_pre_bare_pct_points.png,1,45931,full_file,6450f1427d2d77ddf21c4096299d78fbff7256ab23fd4e010d511e414979faa5,6450f1427d2d77ddf21c4096299d78fbff7256ab23fd4e010d511e414979faa5,1
figure_00052,figure_asset,Output/figures/maps/modis_ground_cover/modis_scale_context_map_refined.png,1,598270,full_file,8c09f1a91266ea66598f11237b1770d8bcbe975613a36aca80db51681ef13bd3,8c09f1a91266ea66598f11237b1770d8bcbe975613a36aca80db51681ef13bd3,1
figure_00053,figure_asset,Output/figures/maps/modis_ground_cover/modis_rgb_representative_dry_month.png,1,1282888,full_file,1274d3652fb7a8e7dc33f1c222d289df9637b4fe690914156528ddfc0dbf3d9b,1274d3652fb7a8e7dc33f1c222d289df9637b4fe690914156528ddfc0dbf3d9b,1
figure_00054,figure_asset,Output/figures/maps/modis_ground_cover/modis_rgb_representative_wet_month.png,1,1462778,full_file,9db733b98764059d553dbebe5491f09f0eac70a915714075e2e2c90b11f0fb93,9db733b98764059d553dbebe5491f09f0eac70a915714075e2e2c90b11f0fb93,1
figure_00055,figure_asset,Output/figures/maps/modis_ground_cover/modis_pre_mean_total_veg_pct_refined.png,1,60263,full_file,b33a7200e976ed84c0fcff5d95ac1d6559e38552ec591cd3d19387bb143700e7,b33a7200e976ed84c0fcff5d95ac1d6559e38552ec591cd3d19387bb143700e7,1
figure_00056,figure_asset,Output/figures/maps/modis_ground_cover/modis_post_mean_total_veg_pct_refined.png,1,60142,full_file,e251810fbde6ed1a4d6377a5f866519d68df3498dd675221514e006b66757b2f,e251810fbde6ed1a4d6377a5f866519d68df3498dd675221514e006b66757b2f,1
figure_00057,figure_asset,Output/figures/maps/modis_ground_cover/modis_post_minus_pre_total_veg_pct_points_refined.png,1,67542,full_file,bada5a444db25b5660cc3399f53a6bee8212cc3b23cb5497b3ae39b9529bace7,bada5a444db25b5660cc3399f53a6bee8212cc3b23cb5497b3ae39b9529bace7,1
figure_00058,figure_asset,Output/figures/maps/modis_ground_cover/modis_pre_mean_bare_pct_refined.png,1,60239,full_file,773a74910315aa5db62c519b293a01522d4c749ebdd8311124667a9d7d11f2d6,773a74910315aa5db62c519b293a01522d4c749ebdd8311124667a9d7d11f2d6,1
figure_00059,figure_asset,Output/figures/maps/modis_ground_cover/modis_post_mean_bare_pct_refined.png,1,59728,full_file,ef5ecdea8b558457e9cb33e77fedca0eca8126e6d6e908bb9872c264e5afedb3,ef5ecdea8b558457e9cb33e77fedca0eca8126e6d6e908bb9872c264e5afedb3,1
figure_00060,figure_asset,Output/figures/maps/modis_ground_cover/modis_post_minus_pre_bare_pct_points_refined.png,1,66933,full_file,d02c454508507e4291dcd93908f15e37445ac53211499efd8c85111a80b00061,d02c454508507e4291dcd93908f15e37445ac53211499efd8c85111a80b00061,1
figure_00061,figure_asset,Output/figures/maps/context/gayini_location_context_map.png,1,83155,full_file,bf335cfaf467b8677e8a35250b3c1bafecf9e0b8444947c38d760f3a40382c86,bf335cfaf467b8677e8a35250b3c1bafecf9e0b8444947c38d760f3a40382c86,1
figure_00062,figure_asset,Output/figures/maps/context/gayini_location_context_map_wide.png,1,100687,full_file,53464f35c308cb87a3fb7dc78e2810c00741dc44f86fb0e8d91e723f4a666fe8,53464f35c308cb87a3fb7dc78e2810c00741dc44f86fb0e8d91e723f4a666fe8,1
figure_00063,figure_asset,Output/figures/maps/context/gayini_vegetation_group_map.png,1,411667,full_file,54e184e9abac4792c61c50158b74b817275bc1b1d9d2e48bc479a1c4f7deaf80,54e184e9abac4792c61c50158b74b817275bc1b1d9d2e48bc479a1c4f7deaf80,1
figure_00064,figure_asset,Output/figures/maps/context/gayini_vegetation_group_map_with_plots.png,1,439758,full_file,be6c9074d7199c433769d6f7ae423fca81e5b9251c45badc23803cf8c14b120c,be6c9074d7199c433769d6f7ae423fca81e5b9251c45badc23803cf8c14b120c,1
figure_00065,figure_asset,Output/figures/maps/inundation/background_flood_pattern_pre2015.png,1,121645,full_file,e014c9e14cf28b5e197b156c7c25d91bc90c6d4e390c7843e776f3fa27424278,e014c9e14cf28b5e197b156c7c25d91bc90c6d4e390c7843e776f3fa27424278,1
figure_00066,figure_asset,Output/figures/maps/inundation/inundation_frequency_by_vegetation_group.png,1,84620,full_file,8b24a59bf65f82e0255ff274ea6af2c40a120dd27791eee06a5f21ef761e67d7,8b24a59bf65f82e0255ff274ea6af2c40a120dd27791eee06a5f21ef761e67d7,1
figure_00067,figure_asset,Output/figures/maps/inundation/inundation_post_minus_pre_change_main_deck.png,1,455556,full_file,d29628345764b38bf040a3f7a9c786b820ae427d59a434afd17c92b9fbea769c,d29628345764b38bf040a3f7a9c786b820ae427d59a434afd17c92b9fbea769c,1
figure_00068,figure_asset,Output/figures/maps/inundation/inundation_post_minus_pre_change_with_paddocks.png,1,647455,full_file,fbe842fc76175f01327048b0f3ac96c81be34377eb4087fad345c6b9114e5528,fbe842fc76175f01327048b0f3ac96c81be34377eb4087fad345c6b9114e5528,1
figure_00069,figure_asset,Output/figures/maps/inundation/inundation_pre_post_frequency_main_deck.png,1,627138,full_file,568f0041eca35ba3dabb193d1ba5ecf6ef2d9937351e35baf87625db2ba0375b,568f0041eca35ba3dabb193d1ba5ecf6ef2d9937351e35baf87625db2ba0375b,1
figure_00070,figure_asset,Output/figures/maps/inundation/plot_level_inundation_change_with_paddocks.png,1,350359,full_file,a80f0ee0f84f75783803ef1f35fb6e659b808c9f28c5169ce360a62cc96c7b40,a80f0ee0f84f75783803ef1f35fb6e659b808c9f28c5169ce360a62cc96c7b40,1
figure_00071,figure_asset,Output/figures/maps/inundation/matched_year_inundation_comparison_main_deck.png,1,447732,full_file,ebacf0c96aa4dc372ab99655d72083b307731be5cd7366fef86ce7e5c7f47fca,ebacf0c96aa4dc372ab99655d72083b307731be5cd7366fef86ce7e5c7f47fca,1
figure_00072,figure_asset,Output/figures/maps/inundation/matched_year_paired_summary_by_veg_group.png,1,130080,full_file,f40cc225c990eafb9fb103598a29f1b5116ff1d144c943585fb4240cce636215,f40cc225c990eafb9fb103598a29f1b5116ff1d144c943585fb4240cce636215,1
figure_00073,figure_asset,Output/figures/maps/MER/mer_annual_max_observed_wet_example.png,1,159075,full_file,8c6d989922bddf61273982786cb1b2157f0e5d8b893687e439d07853a77ae6c2,8c6d989922bddf61273982786cb1b2157f0e5d8b893687e439d07853a77ae6c2,1
figure_00074,figure_asset,Output/figures/maps/MER/mer_pre_post_annual_max_frequency_main_deck.png,1,258552,full_file,238b53b4735189ad73246f02833d37cb37b36842dc4792cf4d1d0cc8c6806980,238b53b4735189ad73246f02833d37cb37b36842dc4792cf4d1d0cc8c6806980,1
figure_00075,figure_asset,Output/figures/maps/MER/mer_post_minus_pre_annual_max_change_main_deck.png,1,227471,full_file,99abcc76ab3140c54f4446e48da015c666b9eef383a1ce6be4d448e5276b5257,99abcc76ab3140c54f4446e48da015c666b9eef383a1ce6be4d448e5276b5257,1
figure_00076,figure_asset,Output/figures/maps/MER/mer_raster_vs_annual_occurrence_change_comparison.png,1,335334,full_file,509f4b963b19e7d52ad8906b230c10d42bc52c6bd67e01fabde3cb2cd0c6a6aa,509f4b963b19e7d52ad8906b230c10d42bc52c6bd67e01fabde3cb2cd0c6a6aa,1
figure_00077,figure_asset,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_001.png,1,304280,full_file,963079dd8fad81fc4be82e3d96ab5bc43e42406f6042e0dcc22e1610f1d23b90,963079dd8fad81fc4be82e3d96ab5bc43e42406f6042e0dcc22e1610f1d23b90,1
figure_00078,figure_asset,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_003.png,1,275369,full_file,79d06f29b8c8c51150e2095c10884308b3ec3e2c72f8909f252251d4b9c8bc31,79d06f29b8c8c51150e2095c10884308b3ec3e2c72f8909f252251d4b9c8bc31,1
figure_00079,figure_asset,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_012.png,1,274377,full_file,0bed3bdeef670eefb23ae626def368a621756952fd86392dfd1ece0fa384423a,0bed3bdeef670eefb23ae626def368a621756952fd86392dfd1ece0fa384423a,1
figure_00080,figure_asset,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_019.png,1,255928,full_file,ee3d1e51e10bca0fd944d33a6a1068ac3964263d4588a69016a8218ece83d0a6,ee3d1e51e10bca0fd944d33a6a1068ac3964263d4588a69016a8218ece83d0a6,1
figure_00081,figure_asset,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_026.png,1,251520,full_file,22e461ccc0cb2f6c7874b76013e16974d11081c4c496fd4ff6aad1d98ee15fbb,22e461ccc0cb2f6c7874b76013e16974d11081c4c496fd4ff6aad1d98ee15fbb,1
figure_00082,figure_asset,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_032.png,1,265713,full_file,e08f9179e9a14f1640a10bbfdc8e29e4fcf5bd2d93e49b77c60a19e416c53950,e08f9179e9a14f1640a10bbfdc8e29e4fcf5bd2d93e49b77c60a19e416c53950,1
figure_00083,figure_asset,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_035.png,1,257398,full_file,39ba33717e9f70ae0f934932796eccd8a4fb7e74e696f8b3b4c7f880bcf12266,39ba33717e9f70ae0f934932796eccd8a4fb7e74e696f8b3b4c7f880bcf12266,1
figure_00084,figure_asset,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_043.png,1,247137,full_file,0be715c60641bf4b7a8da6f33ab89f9e715a3ca749af63a08e5cd54dc60ccb7f,0be715c60641bf4b7a8da6f33ab89f9e715a3ca749af63a08e5cd54dc60ccb7f,1
figure_00085,figure_asset,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_052.png,1,259946,full_file,aca600439823258cb1d24a26079f7b0e1034f8bb8d74f626123290f3b98215e5,aca600439823258cb1d24a26079f7b0e1034f8bb8d74f626123290f3b98215e5,1
figure_00086,figure_asset,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_065.png,1,286652,full_file,88023ee5237e5124108dc0bb46aa156b028cc6a7a278c6a93fa138da527b9c89,88023ee5237e5124108dc0bb46aa156b028cc6a7a278c6a93fa138da527b9c89,1
figure_00087,figure_asset,Output/figures/review/MER/mer_vs_annual_occurrence_main_deck_comparison.png,1,443053,full_file,4d74409aa38ee1b6d9e2754d62bee8060a644596bff46bd0dd02f0fc16c894c4,4d74409aa38ee1b6d9e2754d62bee8060a644596bff46bd0dd02f0fc16c894c4,1
figure_00088,figure_asset,Output/figures/review/MER/mer_metric_summary_main_deck.png,1,347101,full_file,ab0a7f79d82ea2435c8bfc57b354938e9cb9d3b2cbf6ef03c7332f3d56595faf,ab0a7f79d82ea2435c8bfc57b354938e9cb9d3b2cbf6ef03c7332f3d56595faf,1
figure_00089,figure_asset,Output/figures/review/MER/mer_metric_keep_defer_summary_review.png,1,185070,full_file,c56057d6871bd4758eef48cbf43dbbfc71f5ef2fffe1567e808fee3123e2ee5c,c56057d6871bd4758eef48cbf43dbbfc71f5ef2fffe1567e808fee3123e2ee5c,1
figure_00090,figure_asset,Output/figures/review/MER/raster_build/mer_raster_observation_cadence_by_water_year.png,1,119060,full_file,b54b12d41b905d8b2c3cfd45730a457a44661c1399bd419739e6722e6fccd3bd,b54b12d41b905d8b2c3cfd45730a457a44661c1399bd419739e6722e6fccd3bd,1
figure_00091,figure_asset,Output/figures/review/MER/raster_build/mer_raster_grid_compatibility_summary.png,1,78121,full_file,2f0b8b906f65857e89acfc21f743d3960adf009ce015d2bdd4bdfed71b63b736,2f0b8b906f65857e89acfc21f743d3960adf009ce015d2bdd4bdfed71b63b736,1
figure_00092,figure_asset,Output/figures/review/MER/raster_build/mer_raster_build_readiness_summary.png,1,31682,full_file,9aa0d1ff97e451d917778a6e0336eb5574b03e840988f2dd31136ec063ab3a61,9aa0d1ff97e451d917778a6e0336eb5574b03e840988f2dd31136ec063ab3a61,1
figure_00093,figure_asset,Output/figures/review/MER/raster_build/mer_raster_smoke_test_qa.png,1,103831,full_file,2535e062af522161dbea933b00ea81d8d6eff4334919d3055514884360e7707b,2535e062af522161dbea933b00ea81d8d6eff4334919d3055514884360e7707b,1
figure_00094,figure_asset,Output/figures/plots/RS_coverage/07e_pre_post_inundation_frequency_maps.png,1,188603,full_file,64dff0455d45da7a7215933e23cec6daf6907f1ea41d1863523388ffb36cc13c,64dff0455d45da7a7215933e23cec6daf6907f1ea41d1863523388ffb36cc13c,1
figure_00095,figure_asset,Output/figures/plots/RS_coverage/06c_daily_inundation_full_cloud_shadow_heatmap.png,1,866220,full_file,5817c008016bb7114020e10c86ea4deba72692eb4283fa711c3354939dd342d5,5817c008016bb7114020e10c86ea4deba72692eb4283fa711c3354939dd342d5,1
figure_00096,figure_asset,Output/figures/plots/RS_coverage/06c_daily_inundation_full_valid_interpretation_heatmap.png,1,888843,full_file,e8bf296744ce1e55b7d2e9014ab0a5a989dea2c7cb86e3d357585ef2c4ff32b3,e8bf296744ce1e55b7d2e9014ab0a5a989dea2c7cb86e3d357585ef2c4ff32b3,1
figure_00097,figure_asset,Output/figures/plots/RS_coverage/06c_daily_inundation_full_mean_inundated_by_sensor.png,1,266259,full_file,ea98a339c0e97fcaf3b03048d86d38ef63b446a04c73ea23971f2528d54f9ce1,ea98a339c0e97fcaf3b03048d86d38ef63b446a04c73ea23971f2528d54f9ce1,1
