_blk,community_short,n_cells,y,x,cx,cy,rung,block_m
10000006,inland,1848,44.8271,16.159555,9019173.846966436,4351855.8227473395,2000 m,2000.0
10000008,inland,1596,60.139088,32.09452,9019874.568356192,4356951.072355352,2000 m,2000.0
10000009,inland,6480,66.46844,38.309963,9019728.016664233,4358211.445068154,2000 m,2000.0
10000010,inland,6561,63.55991,30.865068,9019728.016664233,4360221.551642241,2000 m,2000.0
10000011,inland,2246,60.949425,23.904083,9019678.098363554,4361581.60854134,2000 m,2000.0
10000012,aeolian,1280,40.723595,1.2120535,9019127.93040331,4364684.0311543625,2000 m,2000.0
10000012,riverine,1735,52.562576,19.863317,9019339.156911425,4364064.051321091,2000 m,2000.0
10000013,aeolian,1368,40.118473,1.4724311,9019215.067489257,4365816.643973992,2000 m,2000.0
10000013,inland,1614,59.53041,28.174898,9020316.906553447,4366557.4554621205,2000 m,2000.0
10000013,riverine,1949,49.851517,20.926483,9019817.212665169,4366134.790402917,2000 m,2000.0
10000014,inland,1473,54.046715,25.877216,9019751.003550459,4368919.884320885,2000 m,2000.0
10000014,riverine,2445,32.134987,8.753725,9019576.264839191,4368090.576708379,2000 m,2000.0
10000015,inland,5928,67.719,33.88471,9019756.188248646,4370211.941886744,2000 m,2000.0
10000016,inland,840,69.2135,32.513603,9020023.08199778,4371457.904704141,2000 m,2000.0
10000016,riverine,593,39.393353,12.613828,9019855.520832036,4371642.691153994,2000 m,2000.0
11000002,inland,4727,35.423645,4.247937,9021774.622512015,4344467.943207022,2000 m,2000.0
11000003,inland,5949,48.130325,15.623275,9021758.449095236,4346196.152117218,2000 m,2000.0
11000004,inland,2830,69.481415,34.17163,9022202.464342145,4348033.78441632,2000 m,2000.0
11000004,riverine,660,56.565067,38.142857,9022071.703318572,4348675.526720976,2000 m,2000.0
11000005,inland,5434,68.07871,41.10048,9021668.974803856,4350302.505567643,2000 m,2000.0
11000005,riverine,561,60.411125,37.911892,9022052.788674386,4349377.689766962,2000 m,2000.0
11000008,inland,2956,70.08435,40.750046,9021819.403319074,4356678.113492797,2000 m,2000.0
11000009,inland,1756,62.337055,39.26619,9021276.48611965,4357807.939188427,2000 m,2000.0
11000010,inland,1387,65.00232,37.911217,9020957.64483636,4360306.112095594,2000 m,2000.0
11000011,inland,506,64.240814,34.64709,9021016.304839008,4361517.291418731,2000 m,2000.0
11000013,inland,2331,57.1152,24.00809,9021297.82274904,4366577.0365296835,2000 m,2000.0
11000013,riverine,813,48.043835,23.405376,9021240.23820827,4365654.688823446,2000 m,2000.0
11000014,inland,1822,61.65825,20.95029,9021262.591756925,4368345.659857587,2000 m,2000.0
11000015,inland,4758,72.202126,31.773254,9021483.125266083,4370245.718260798,2000 m,2000.0
11000016,inland,1169,77.94789,40.26396,9021437.294521987,4371461.290856182,2000 m,2000.0
12000002,inland,3168,38.03542,3.9844878,9023334.249883128,4344412.400472607,2000 m,2000.0
12000003,inland,4931,39.71535,7.665209,9023550.138767252,4346284.75432451,2000 m,2000.0
12000004,inland,4965,50.058193,20.0,9023736.929068763,4348082.098689189,2000 m,2000.0
12000004,riverine,988,48.97302,28.846153,9023489.93412519,4349003.86093116,2000 m,2000.0
12000005,inland,3308,65.42487,37.014164,9023731.608128568,4350126.709378466,2000 m,2000.0
12000005,riverine,1203,53.913765,32.867832,9023663.252025876,4349436.471532274,2000 m,2000.0
12000008,inland,4934,59.692738,29.634605,9023848.338622972,4356264.391710326,2000 m,2000.0
12000009,inland,635,64.98357,31.734531,9024375.357110174,4357536.834937929,2000 m,2000.0
13000004,inland,2548,50.970524,27.04418,9025739.540085858,4348817.55772653,2000 m,2000.0
13000004,riverine,1062,52.29744,12.787194,9026439.634395532,4347842.106299576,2000 m,2000.0
13000005,inland,6140,71.255486,37.44067,9025767.474528547,4350197.603566906,2000 m,2000.0
13000006,inland,3422,60.97417,23.263756,9026111.342422465,4352030.442694162,2000 m,2000.0
13000007,inland,2899,58.480507,34.656284,9026106.486006182,4354507.434411685,2000 m,2000.0
13000008,inland,5362,72.611275,53.817875,9025624.711457359,4356179.208931676,2000 m,2000.0
13000009,inland,1161,64.558395,29.68869,9025332.519116022,4357501.233436114,2000 m,2000.0
14000004,inland,2603,59.97236,20.77493,9027799.859644294,4348800.8244787585,2000 m,2000.0
14000004,riverine,3784,48.588177,14.16566,9027686.629698774,4347829.462244981,2000 m,2000.0
14000005,inland,6400,74.11574,35.77902,9027730.98755858,4350220.9593078075,2000 m,2000.0
14000006,inland,6079,70.12786,32.811787,9027731.145702241,4352201.19932183,2000 m,2000.0
14000007,inland,6177,71.406815,38.74049,9027716.804591883,4354182.457763156,2000 m,2000.0
14000008,inland,3076,74.723076,46.249306,9027732.213342218,4356304.969976935,2000 m,2000.0
14000008,riverine,1554,45.758583,8.573267,9027899.769859148,4355822.269258279,2000 m,2000.0
15000003,riverine,970,46.66509,9.3991165,9029854.87617861,4347065.798619333,2000 m,2000.0
15000004,inland,3530,55.57812,23.302305,9029716.534141025,4348362.216414935,2000 m,2000.0
15000004,riverine,2870,40.926426,10.627177,9029743.46065284,4348052.522093621,2000 m,2000.0
15000005,inland,4037,58.861946,30.445522,9029580.553308796,4350482.874966309,2000 m,2000.0
15000005,riverine,2363,38.386444,10.596699,9029981.550522158,4349773.496966135,2000 m,2000.0
15000006,inland,6171,78.21158,47.30004,9029744.250316273,4352205.011181577,2000 m,2000.0
15000007,inland,6031,71.148674,36.56726,9029720.508463208,4354190.082981268,2000 m,2000.0
15000008,inland,3924,70.799164,44.447353,9029902.949068094,4356368.774195301,2000 m,2000.0
15000008,riverine,1626,51.344414,12.720084,9029265.75298541,4355674.981830021,2000 m,2000.0
15000009,inland,1371,66.239105,26.00813,9029825.166165557,4357527.968217576,2000 m,2000.0
16000003,inland,1035,60.11896,16.574188,9032124.102105169,4346884.798810618,2000 m,2000.0
16000003,riverine,678,49.191257,12.338811,9031301.88319995,4347056.916985918,2000 m,2000.0
16000004,inland,2882,57.571728,15.368297,9031690.923762104,4348063.283821647,2000 m,2000.0
16000004,riverine,3518,41.65044,5.5486073,9031755.154214224,4348354.456617233,2000 m,2000.0
16000005,inland,1218,70.119644,42.432556,9031196.873057755,4350807.535094381,2000 m,2000.0
16000005,riverine,5182,44.440933,15.3630705,9031850.6529185,4350083.087963144,2000 m,2000.0
16000006,inland,6287,74.338196,50.53512,9031712.708683161,4352234.715901982,2000 m,2000.0
16000007,inland,4600,62.225494,39.952797,9031664.353028983,4353948.537199967,2000 m,2000.0
16000008,inland,3607,71.720566,32.90744,9031750.712654663,4356391.291137172,2000 m,2000.0
16000009,inland,4041,62.725605,19.700216,9031840.320649898,4358113.328166284,2000 m,2000.0
17000004,inland,730,66.08329,22.156555,9032949.328894801,4347820.085142427,2000 m,2000.0
17000004,riverine,2464,29.44569,1.5653989,9033722.311505165,4348779.422898575,2000 m,2000.0
17000005,aeolian,1402,37.648636,14.210312,9034178.143338116,4349608.902774386,2000 m,2000.0
17000005,riverine,4211,54.71753,26.364285,9033513.05739486,4350333.959999368,2000 m,2000.0
17000006,inland,6026,73.52904,47.321606,9033718.278528282,4352226.752232876,2000 m,2000.0
17000007,inland,3123,59.163914,35.06244,9033643.276190149,4353736.36606617,2000 m,2000.0
17000008,inland,4605,72.19697,42.54692,9033717.391059225,4356399.940239084,2000 m,2000.0
17000009,inland,5862,66.65645,32.084614,9033761.196529055,4358240.960419054,2000 m,2000.0
17000010,inland,2222,30.94977,7.1261415,9034035.94651562,4359661.945685602,2000 m,2000.0
18000004,riverine,3117,27.682163,0.8955498,9035768.109319944,4348716.8271087445,2000 m,2000.0
18000005,aeolian,2264,43.425327,14.316002,9035648.966895854,4349714.208453754,2000 m,2000.0
18000005,inland,2176,63.932526,26.144958,9035837.087036807,4350863.828955765,2000 m,2000.0
18000005,riverine,1960,49.40208,19.8863,9035676.870814707,4350092.59174639,2000 m,2000.0
18000006,inland,6400,73.356346,43.21607,9035721.473318927,4352218.580747894,2000 m,2000.0
18000007,inland,3882,58.788837,32.191063,9035807.73073621,4353836.811062983,2000 m,2000.0
18000008,inland,890,68.690025,39.011234,9035136.83236993,4356837.855876247,2000 m,2000.0
18000009,inland,6084,71.29874,41.132713,9035764.678777711,4358207.028893208,2000 m,2000.0
18000010,inland,5350,62.699627,31.491589,9035777.037999403,4360157.389721828,2000 m,2000.0
19000004,inland,546,43.72926,4.5630565,9037768.257832458,4348301.587187409,2000 m,2000.0
19000004,riverine,3237,26.65,2.3381438,9037741.770107418,4348685.966659101,2000 m,2000.0
19000005,aeolian,1275,42.49734,15.692998,9038000.925850518,4350257.788005044,2000 m,2000.0
19000005,inland,1824,68.56689,43.3208,9037567.370263258,4350912.323603087,2000 m,2000.0
19000005,riverine,3301,32.51578,8.722032,9037694.07532205,4349824.714211301,2000 m,2000.0
19000006,inland,6400,72.53471,44.35223,9037719.094759012,4352218.580747894,2000 m,2000.0
19000007,inland,5103,57.606304,23.931581,9037706.34049612,4354016.579501671,2000 m,2000.0
19000008,inland,688,64.23777,29.57641,9037895.62874674,4357095.0781009365,2000 m,2000.0
19000009,inland,6400,61.691616,30.069643,9037719.094759012,4358211.445068154,2000 m,2000.0
19000010,inland,6039,66.06681,34.001846,9037713.915878292,4360179.533449919,2000 m,2000.0
19000011,inland,1801,74.88401,38.65789,9037974.96028418,4361716.994788602,2000 m,2000.0
20000004,riverine,3868,30.508427,2.8179939,9039675.077567091,4348592.423992961,2000 m,2000.0
20000005,aeolian,4897,50.304764,14.7565565,9039709.248574536,4350192.111178092,2000 m,2000.0
20000005,inland,507,66.90413,32.499294,9039258.213812599,4351082.285800779,2000 m,2000.0
20000005,riverine,1076,39.956394,14.1688795,9040041.933053901,4349946.402392639,2000 m,2000.0
20000006,inland,6463,68.59287,37.607037,9039728.003625676,4352221.151955283,2000 m,2000.0
20000007,inland,4418,60.05017,27.80185,9039703.106329171,4353899.77271213,2000 m,2000.0
20000009,inland,6476,61.749493,28.63937,9039729.733435785,4358212.054287169,2000 m,2000.0
20000010,inland,6520,65.45722,33.58282,9039727.619627474,4360216.278013554,2000 m,2000.0
20000011,inland,1812,81.840485,43.361717,9039572.944231078,4361731.150416218,2000 m,2000.0
21000003,inland,4972,59.835346,19.21963,9041960.760837097,4346202.026814971,2000 m,2000.0
21000004,inland,4652,51.252533,16.319248,9041978.801333169,4348173.99850756,2000 m,2000.0
21000004,riverine,1125,38.233875,3.7358727,9041091.512567857,4348709.170499846,2000 m,2000.0
21000005,aeolian,1636,54.32718,18.03877,9041196.097737163,4350660.610022826,2000 m,2000.0
21000005,inland,3498,57.164085,21.22519,9042189.136791717,4350186.609127813,2000 m,2000.0
21000005,riverine,1070,31.572569,2.9372497,9041121.5388095,4349659.525001667,2000 m,2000.0
21000006,inland,6128,72.015205,51.558186,9041739.540169796,4352230.939563633,2000 m,2000.0
21000007,inland,4352,65.82032,40.92174,9041834.994754488,4353968.444572504,2000 m,2000.0
21000008,inland,1801,52.384617,31.047829,9042272.647043407,4356409.544221203,2000 m,2000.0
21000009,inland,6196,59.919514,33.52716,9041712.971447958,4358211.989126608,2000 m,2000.0
21000010,inland,6315,64.51099,36.472343,9041716.344355103,4360219.625985784,2000 m,2000.0
21000011,inland,1160,79.09157,47.14532,9041903.831836784,4361465.6952453945,2000 m,2000.0
22000002,inland,785,54.89588,8.061874,9043773.58951781,4345087.374394742,2000 m,2000.0
22000003,inland,6311,62.395313,14.787785,9043723.688497668,4346236.781132827,2000 m,2000.0
22000004,inland,6400,58.36105,15.977678,9043736.929347273,4348223.337867721,2000 m,2000.0
22000005,inland,6323,53.506836,15.174533,9043726.805785354,4350217.158282511,2000 m,2000.0
22000006,inland,6400,79.029,62.026337,9043736.929347273,4352218.580747894,2000 m,2000.0
22000007,inland,6205,73.395805,54.87464,9043737.019892162,4354216.147861048,2000 m,2000.0
22000008,inland,6400,50.297848,29.565624,9043736.929347273,4356213.823628067,2000 m,2000.0
22000009,inland,5125,57.906902,30.417284,9043642.97536425,4358038.97481804,2000 m,2000.0
22000010,inland,572,75.477394,58.591408,9042883.924038285,4359949.454298795,2000 m,2000.0
23000002,riverine,1622,38.33121,2.150784,9045810.154354656,4344969.367105008,2000 m,2000.0
23000003,inland,2880,59.29963,15.301587,9045583.541357577,4346731.563769991,2000 m,2000.0
23000003,riverine,3520,40.72336,4.135552,9045858.103957182,4345811.841329343,2000 m,2000.0
23000004,inland,6400,62.07317,15.219196,9045734.55078736,4348223.337867721,2000 m,2000.0
23000005,inland,5969,49.223083,14.132542,9045680.717667278,4350188.143213431,2000 m,2000.0
23000006,inland,5841,67.902794,37.925014,9045704.555258268,4352192.462642714,2000 m,2000.0
23000006,riverine,559,26.704863,14.791719,9046047.974553782,4352491.489249419,2000 m,2000.0
23000007,inland,6209,71.621635,37.2717,9045735.160063507,4354222.936398605,2000 m,2000.0
23000008,inland,6400,48.875877,11.934822,9045734.55078736,4356213.823628067,2000 m,2000.0
23000009,inland,4619,59.157738,19.769278,9045762.351091148,4357968.394458889,2000 m,2000.0
24000002,riverine,2358,38.170956,1.1620017,9047784.273041086,4344855.867433536,2000 m,2000.0
24000003,inland,1085,51.2382,13.008558,9048088.073342197,4346772.933522008,2000 m,2000.0
24000003,riverine,5315,37.02037,3.6468217,9047659.518848425,4346114.007952113,2000 m,2000.0
24000004,inland,6400,65.824875,17.628572,9047732.172227448,4348223.337867721,2000 m,2000.0
24000005,inland,5863,46.026043,9.339441,9047766.190650722,4350212.196502688,2000 m,2000.0
24000005,riverine,537,38.783802,4.5703645,9047360.756928269,4350316.6321689105,2000 m,2000.0
24000006,inland,6310,66.43696,32.089653,9047718.515746484,4352227.682430366,2000 m,2000.0
24000007,inland,6205,74.84651,35.705765,9047732.44386211,4354230.1642097095,2000 m,2000.0
24000008,inland,6326,52.196194,9.634163,9047724.15142685,4356203.7581548765,2000 m,2000.0
24000009,inland,3165,55.2255,13.800046,9047900.490768574,4357813.13181841,2000 m,2000.0
25000003,inland,1089,52.15773,8.828546,9048940.61625805,4346457.61432059,2000 m,2000.0
25000004,inland,2373,62.890198,17.087471,9049196.016044375,4348420.874469512,2000 m,2000.0
25000005,inland,5813,48.121426,9.8582,9049785.269071989,4350157.936550715,2000 m,2000.0
25000006,inland,4604,50.373287,12.212982,9049749.530158684,4352449.121838667,2000 m,2000.0
25000006,riverine,1638,33.598297,4.388627,9049665.081342952,4351565.664643812,2000 m,2000.0
25000007,inland,6087,71.11807,27.167969,9049727.531288233,4354228.576561797,2000 m,2000.0
25000008,inland,6168,60.272556,15.104688,9049717.563580044,4356209.054663135,2000 m,2000.0
25000009,inland,5340,59.034107,14.122526,9049764.190913117,4358142.655253067,2000 m,2000.0
26000005,inland,2924,50.02421,8.271448,9051249.897161033,4350413.069823865,2000 m,2000.0
26000006,inland,4656,54.040764,7.7608,9051632.982874166,4352361.945267698,2000 m,2000.0
26000006,riverine,947,36.039352,2.2386484,9051541.034601426,4351941.811563022,2000 m,2000.0
26000007,inland,6162,58.798233,11.967821,9051728.0634755,4354212.802308907,2000 m,2000.0
26000008,inland,4464,62.08978,16.136713,9051517.95349123,4356168.895045498,2000 m,2000.0
26000009,inland,4907,65.397194,15.336109,9051649.356940512,4358045.856112398,2000 m,2000.0
27000007,inland,1709,61.16895,9.639722,9053031.399322458,4354435.024434159,2000 m,2000.0
27000009,inland,624,73.70522,20.627289,9053029.830672733,4357959.061285649,2000 m,2000.0
0,aeolian,8021,49.146366,1.7087289,9000070.426120697,4340531.447761341,4000 m,4000.0
0,inland,6051,41.911728,46.38808,9000668.03076506,4342284.819266259,4000 m,4000.0
0,riverine,5231,42.603104,20.845509,9001466.540306013,4341989.967048163,4000 m,4000.0
1,aeolian,2527,49.57347,1.9345355,9000665.563875107,4345001.3481996665,4000 m,4000.0
1,inland,1463,36.306274,46.274776,9000307.907028927,4343509.342122936,4000 m,4000.0
1,riverine,8751,52.661617,16.360905,9001686.580007596,4345033.682172785,4000 m,4000.0
2,aeolian,1490,60.68329,3.2866733,9001880.844402557,4348104.36878548,4000 m,4000.0
1000000,aeolian,6270,39.126907,5.484165,9005252.369984113,4341850.105079074,4000 m,4000.0
1000000,inland,2397,46.2451,6.3579473,9006133.408966187,4341363.155196147,4000 m,4000.0
1000000,riverine,5020,39.61729,12.032441,9003504.56991361,4342209.318457858,4000 m,4000.0
1000001,aeolian,4140,51.7557,2.6080055,9004871.105280327,4344628.427491969,4000 m,4000.0
1000001,riverine,17276,49.976833,19.913174,9004827.123419072,4345300.090735952,4000 m,4000.0
1000002,aeolian,1489,57.313393,1.8842944,9003677.550992703,4348019.743818918,4000 m,4000.0
1000002,inland,1331,52.428204,34.20844,9005786.633893559,4349135.277944654,4000 m,4000.0
1000002,riverine,6768,54.900845,22.869385,9005186.702108106,4348459.976168448,4000 m,4000.0
1000003,inland,2096,65.64541,30.57252,9005489.793533238,4353232.259261099,4000 m,4000.0
1000004,inland,1273,52.239014,27.03625,9005510.911136834,4358240.936661194,4000 m,4000.0
1000004,riverine,929,47.313763,7.058281,9006198.136326842,4358762.900938384,4000 m,4000.0
1000005,inland,835,50.566135,17.751925,9004970.648084618,4360170.444830248,4000 m,4000.0
2000000,aeolian,3715,37.19038,5.8281097,9007486.771270536,4341759.126971765,4000 m,4000.0
2000000,inland,11073,46.63079,10.62275,9009139.49324723,4341701.054480047,4000 m,4000.0
2000000,riverine,1640,39.992207,6.06446,9009153.717196701,4341647.813659739,4000 m,4000.0
2000001,aeolian,7344,42.992527,5.24432,9008272.005194632,4345090.86126815,4000 m,4000.0
2000001,inland,3496,42.382473,12.911082,9009407.853468558,4343923.8734129,4000 m,4000.0
2000001,riverine,13554,40.47107,15.796286,9008762.29602158,4345690.609516514,4000 m,4000.0
2000002,aeolian,7298,47.484756,6.682457,9008470.36738916,4348783.820818054,4000 m,4000.0
2000002,inland,4105,43.305763,24.42109,9008828.45514297,4349137.222303551,4000 m,4000.0
2000002,riverine,5551,35.356686,17.691536,9009165.390874617,4347981.801918309,4000 m,4000.0
2000003,inland,10690,64.14107,37.90218,9008690.99469805,4353963.287710168,4000 m,4000.0
2000004,inland,4733,60.789772,25.982916,9008972.647463871,4357561.439922536,4000 m,4000.0
2000005,inland,8085,56.421707,27.840975,9009868.568885494,4361199.277387683,4000 m,4000.0
2000006,inland,1213,51.464146,22.56978,9010396.238445397,4363749.770227162,4000 m,4000.0
3000000,aeolian,1582,56.464058,6.812353,9013890.214235783,4342743.81616832,4000 m,4000.0
3000000,inland,652,61.69073,19.868538,9011950.620736951,4342575.308352802,4000 m,4000.0
3000000,riverine,828,48.14212,5.4761906,9014067.486104084,4342813.8972246945,4000 m,4000.0
3000001,aeolian,11332,45.842194,6.6852403,9012617.52131318,4345370.504580261,4000 m,4000.0
3000001,inland,6399,55.832474,23.911327,9012763.614198249,4345014.759887149,4000 m,4000.0
3000001,riverine,3985,49.389046,7.4335904,9013135.226773344,4345812.397398085,4000 m,4000.0
3000002,aeolian,1060,43.057262,8.55256,9011908.907035688,4348757.984285223,4000 m,4000.0
3000002,inland,1681,44.284832,13.296507,9012033.341681385,4349025.30533588,4000 m,4000.0
3000002,riverine,14008,42.52148,10.89867,9012869.235928614,4348570.140807481,4000 m,4000.0
3000003,inland,10291,66.96482,34.539474,9013030.527825782,4353276.6409567315,4000 m,4000.0
3000004,inland,9610,66.951614,41.3373,9012958.161271067,4358260.749005232,4000 m,4000.0
3000005,inland,18417,65.62136,35.32373,9012780.922575342,4360866.9158588145,4000 m,4000.0
3000006,inland,7582,56.156155,24.748842,9012493.732844904,4364274.0232677385,4000 m,4000.0
3000006,riverine,2195,50.649933,16.411324,9013404.941879615,4364014.370399949,4000 m,4000.0
4000000,aeolian,1281,38.88066,0.080294415,9016016.121025015,4342589.365108197,4000 m,4000.0
4000000,riverine,1712,54.406197,7.0894523,9015224.835943442,4342726.495086119,4000 m,4000.0
4000001,aeolian,1591,46.79558,0.31606358,9015964.490337653,4343931.786895325,4000 m,4000.0
4000001,inland,15609,49.90247,6.378188,9017024.878370786,4345808.399083954,4000 m,4000.0
4000001,riverine,4496,50.04909,4.9472547,9015356.831292735,4344817.834290861,4000 m,4000.0
4000002,inland,7038,64.73926,33.47217,9017187.31495661,4349478.631344807,4000 m,4000.0
4000002,riverine,5658,47.70628,11.011462,9015730.49212472,4348714.525723497,4000 m,4000.0
4000003,inland,16143,57.04543,21.570251,9016400.636804178,4353161.038601761,4000 m,4000.0
4000004,inland,18988,61.642887,25.575401,9016561.779317388,4357326.111775753,4000 m,4000.0
4000005,aeolian,2509,48.51264,3.3741386,9015649.881252302,4361996.739646765,4000 m,4000.0
4000005,inland,11833,64.02974,31.799206,9016491.514991796,4360366.11457469,4000 m,4000.0
4000005,riverine,2396,53.17566,17.709278,9015876.415354954,4361908.191113566,4000 m,4000.0
4000006,inland,9203,55.843662,27.342014,9016688.063576283,4365207.459991502,4000 m,4000.0
4000006,riverine,3600,46.229717,17.16746,9017502.929955028,4365133.654210115,4000 m,4000.0
4000007,inland,7986,54.593952,23.120102,9017764.523758484,4369304.716444151,4000 m,4000.0
4000007,riverine,4122,42.74149,5.473071,9017506.892546345,4369123.149294427,4000 m,4000.0
4000008,aeolian,990,35.461384,2.773449,9016483.823956048,4371964.110228418,4000 m,4000.0
4000008,inland,1233,59.76477,20.892134,9017475.973912794,4372229.395069991,4000 m,4000.0
4000008,riverine,1875,55.53516,10.499048,9017244.560372442,4371837.94671344,4000 m,4000.0
5000001,inland,20989,44.551105,10.868823,9020762.417957315,4345498.687129739,4000 m,4000.0
5000002,inland,13223,67.45727,39.335358,9021047.730169008,4349750.668302086,4000 m,4000.0
5000002,riverine,1536,60.50165,37.589287,9021560.909116263,4349025.442700516,4000 m,4000.0
5000003,inland,2081,44.99175,17.280153,9019415.066371232,4351792.3403129745,4000 m,4000.0
5000004,inland,12788,65.94703,38.22959,9020442.3697934,4357644.300924333,4000 m,4000.0
5000005,inland,10700,63.23113,30.496128,9019937.85326123,4360579.27290122,4000 m,4000.0
5000006,aeolian,2648,40.41098,1.3465688,9019172.946843483,4365269.157414654,4000 m,4000.0
5000006,inland,3945,58.10333,25.712837,9020896.504944304,4366569.025416111,4000 m,4000.0
5000006,riverine,4497,50.570675,20.964453,9019890.037444754,4365249.076617932,4000 m,4000.0
5000007,inland,13981,67.01439,30.636885,9020539.6655722,4369844.09561939,4000 m,4000.0
5000007,riverine,2978,32.41406,9.253573,9019764.08017084,4368299.30756691,4000 m,4000.0
5000008,inland,2009,74.29588,37.023396,9020845.986149497,4371459.8750434825,4000 m,4000.0
5000008,riverine,593,39.393353,12.613828,9019855.520832036,4371642.691153994,4000 m,4000.0
6000001,inland,8099,39.058228,6.22546,9023465.691800354,4345552.365510727,4000 m,4000.0
6000002,inland,16961,60.865868,30.690239,9024771.809106758,4349357.183987018,4000 m,4000.0
6000002,riverine,3253,51.885487,25.090685,9024517.011629535,4348784.57016399,4000 m,4000.0
6000003,inland,6403,59.751114,28.334486,9026089.398150712,4353191.814784713,4000 m,4000.0
6000004,inland,12092,66.16626,40.473747,9024806.219985014,4356412.193946023,4000 m,4000.0
7000001,riverine,1211,44.56091,9.005544,9029524.217766989,4347084.943143357,4000 m,4000.0
7000002,inland,16570,64.22844,29.46461,9028615.414257962,4349665.70162172,4000 m,4000.0
7000002,riverine,9017,43.476063,12.104121,9028942.701867325,4348409.914259141,4000 m,4000.0
7000003,inland,24458,72.74219,38.890694,9028725.99934301,4353192.969447296,4000 m,4000.0
7000004,inland,8637,71.22511,41.287155,9029066.434323652,4356559.884597685,4000 m,4000.0
7000004,riverine,3279,48.804867,10.7619915,9028599.947554372,4355793.673548381,4000 m,4000.0
8000001,inland,1332,61.11842,17.03346,9032289.748649048,4346890.859129546,4000 m,4000.0
8000001,riverine,678,49.191257,12.338811,9031301.88319995,4347056.916985918,4000 m,4000.0
8000002,aeolian,1512,36.65221,13.361678,9034172.623084305,4349577.826274232,4000 m,4000.0
8000002,inland,5293,61.16719,23.722977,9031982.162712358,4348922.319026467,4000 m,4000.0
8000002,riverine,15375,44.21391,13.919257,9032584.06349189,4349547.339433097,4000 m,4000.0
8000003,inland,20036,68.94871,44.72735,9032605.715780476,4352859.852773786,4000 m,4000.0
8000004,inland,18115,68.19638,32.14542,9032921.240749251,4357376.184434403,4000 m,4000.0
8000005,inland,2593,31.152315,6.886673,9033749.876618244,4359609.573033884,4000 m,4000.0
9000002,aeolian,3599,42.98648,14.634224,9036470.855414415,4349897.2096188385,4000 m,4000.0
9000002,inland,4546,63.36545,30.444347,9036763.276183194,4350575.547000463,4000 m,4000.0
9000002,riverine,11615,32.433407,6.7265234,9036850.117608514,4349255.2462856565,4000 m,4000.0
9000003,inland,21785,66.82974,37.067966,9036788.648242757,4352928.112890364,4000 m,4000.0
9000004,inland,14062,66.4157,35.39793,9036718.70896944,4358067.978785789,4000 m,4000.0
9000005,inland,13480,65.55794,33.3546,9036952.526055317,4360401.834013378,4000 m,4000.0
10000001,inland,5154,59.673943,19.170685,9041971.680620447,4346165.6792601785,4000 m,4000.0
10000002,aeolian,6611,51.0554,15.4564905,9040075.060885409,4350296.106179236,4000 m,4000.0
10000002,inland,9155,54.89387,19.052197,9041822.168011691,4349094.426553376,4000 m,4000.0
10000002,riverine,7139,33.30935,4.6913333,9040170.376545807,4348974.833105948,4000 m,4000.0
10000003,inland,21361,67.24295,40.256676,9040729.189201212,4352927.127445094,4000 m,4000.0
10000004,inland,14701,59.85267,30.977873,9040879.520313496,4357974.635172257,4000 m,4000.0
10000005,inland,15807,67.95781,36.853474,9040664.099098563,4360482.958296163,4000 m,4000.0
11000001,inland,9976,60.911488,14.406862,9044264.541398365,4346289.175850713,4000 m,4000.0
11000001,riverine,5333,40.13083,3.6725512,9045800.740960546,4345534.417390767,4000 m,4000.0
11000002,inland,25092,55.910862,15.142903,9044706.291630736,4349193.16289527,4000 m,4000.0
11000002,riverine,508,34.866055,6.473566,9046190.30733245,4350653.859209944,4000 m,4000.0
11000003,inland,24655,73.10994,48.282528,9044706.32619555,4353219.894571461,4000 m,4000.0
11000003,riverine,559,26.704863,14.791719,9046047.974553782,4352491.489249419,4000 m,4000.0
11000004,inland,22544,53.439247,22.746883,9044697.658857942,4356988.232007954,4000 m,4000.0
11000005,inland,576,75.48983,58.53671,9042883.041554188,4359958.583507354,4000 m,4000.0
12000001,inland,2174,51.698814,10.914706,9048515.129108232,4346614.983839238,4000 m,4000.0
12000001,riverine,8149,37.290558,2.7603736,9047765.45723618,4345686.15303015,4000 m,4000.0
12000002,inland,20449,54.775204,12.980307,9048495.427318187,4349366.438003527,4000 m,4000.0
12000002,riverine,1007,37.188007,5.33409,9048161.663316734,4350627.389474314,4000 m,4000.0
12000003,inland,23206,66.726456,27.822115,9048652.157559542,4353331.894662318,4000 m,4000.0
12000003,riverine,1728,33.645412,4.3882275,9049614.277277255,4351566.434801778,4000 m,4000.0
12000004,inland,20999,56.7639,13.010279,9048855.028660724,4356940.938354522,4000 m,4000.0
13000002,inland,3094,49.650517,7.844676,9051237.024547003,4350342.291889943,4000 m,4000.0
13000003,inland,12598,57.382465,10.053977,9051875.702584222,4353552.391061201,4000 m,4000.0
13000003,riverine,1185,37.53747,2.835443,9051575.096472813,4352416.288376181,4000 m,4000.0
13000004,inland,10133,64.2345,15.910392,9051697.39189039,4357175.999542106,4000 m,4000.0
