"part_id","zone_fid","paddock_name","community_short","conserved","n_pixels_part","period","period_label","x_inund_mean","y_floor_mean","fitted","residual","published_residual","hat_leverage","std_residual","sqrt_abs_std_residual","residual_obs_deleted","residual_cluster_deleted","water_quartile","local_residual_sd","residual_z_local","support_level","unit","weighting","estimand","cluster","source_sha256_first50","interval_status"
"26_riverine",26,"Bala 14/16","riverine",0,199,"whole_record","1988-2022",12.6633171428571,63.0337092481341,59.627496983156,3.40621226497802,3.40621226497801,0.000451190852724395,0.0708494644176243,0.266175627016495,3.4077498105209,3.41601517824375,2,8.48562122135004,0.401409888106708,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"27_inland",27,"Mara 1","inland",0,588,"whole_record","1988-2022",26.4868828571429,76.2611248397827,67.1927713992406,9.06835344054215,9.06835344054217,0.000745375964083315,0.324279389113475,0.569455344266322,9.07511781523285,9.07608456898666,3,6.33433521519219,1.43161880962547,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"27_riverine",27,"Mara 1","riverine",0,262,"whole_record","1988-2022",6.34678285714286,59.5113956424168,56.1706236830457,3.34077195937112,3.34077195937111,0.000928033595967446,0.0797516026028841,0.28240326238003,3.34387518788621,3.3497549099452,1,12.8110143844197,0.260773414120434,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"28_inland",28,"Mara 2","inland",0,1141,"whole_record","1988-2022",20.8338457142857,67.0098776681083,64.0990126575408,2.91086501056748,2.91086501056748,0.00157393470394505,0.145059862287167,0.380867250216092,2.91545374439352,2.9144269478348,3,6.33433521519219,0.459537569717829,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"28_riverine",28,"Mara 2","riverine",0,844,"whole_record","1988-2022",12.3696714285714,58.7116803523473,59.466792396829,-0.75511204448177,-0.755112044481791,0.00195401398635662,-0.0323703706876448,0.179917677529599,-0.756590432769345,-0.751202913074557,2,8.48562122135004,-0.0889872438074291,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"29_inland",29,"Mara 3","inland",0,5294,"whole_record","1988-2022",32.9796542857143,73.2409908403669,70.7460946584699,2.49489618189705,2.49489618189706,0.00871578716125718,0.268773025484122,0.518433241106434,2.51683235704159,2.51683235704159,4,3.83288579700831,0.650918476059056,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"30_inland",30,"Mara 10","inland",0,3992,"whole_record","1988-2022",29.8990857142857,73.7462979234968,69.0601803956731,4.6861175278237,4.6861175278237,0.00558511782902379,0.437688325911823,0.661580173457324,4.71243704397616,4.71243704397615,3,6.33433521519219,0.739796264110648,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"31_aeolian",31,"Mara 13","aeolian",0,47,"whole_record","1988-2022",2.12766,72.8043392835344,53.8616085657323,18.9427307178021,18.9427307178021,0.000219934978229846,0.191460683973382,0.437562205832933,18.946897803358,18.9465636470565,1,12.8110143844197,1.47862847932163,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"31_inland",31,"Mara 13","inland",0,784,"whole_record","1988-2022",31.1151657142857,68.1295343290057,69.7257090372742,-1.59617470826853,-1.59617470826852,0.00116197515458575,-0.0659221329525741,0.256753058312017,-1.59803158126221,-1.59691192180181,3,6.33433521519219,-0.251987723106332,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"31_riverine",31,"Mara 13","riverine",0,1004,"whole_record","1988-2022",31.8383571428571,70.6374542999267,70.1214927102848,0.515961589641989,0.515961589642004,0.00154667086387555,0.0241190763240622,0.155303175511843,0.516760848590095,0.515110358430761,3,6.33433521519219,0.0814547339402742,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
